
***************************************************************************
                         EOV koordinátajegyzék
***************************************************************************

P.szám                   Y             X           h                kód       dátum        idõ

G41                  650133.904   238538.077     113.955        --------   2018.10.11   15:40:26
G42                  650133.903   238538.078     113.954        --------   2018.10.11   15:40:27
G43                  650133.904   238538.077     113.959        --------   2018.10.11   15:40:28
G44                  650133.902   238538.076     113.955        --------   2018.10.11   15:40:29
G45                  650133.903   238538.077     113.949        --------   2018.10.11   15:40:30
G46                  650133.904   238538.077     113.949        --------   2018.10.11   15:40:31
G47                  650133.906   238538.075     113.954        --------   2018.10.11   15:40:32
G48                  650133.902   238538.081     113.949        --------   2018.10.11   15:40:33
G49                  650133.899   238538.079     113.946        --------   2018.10.11   15:40:34
G50                  650133.901   238538.078     113.950        --------   2018.10.11   15:40:35
G51                  650133.902   238538.078     113.945        --------   2018.10.11   15:40:36
G52                  650133.901   238538.078     113.944        --------   2018.10.11   15:40:37
G53                  650133.901   238538.080     113.943        --------   2018.10.11   15:40:38
G54                  650133.900   238538.081     113.949        --------   2018.10.11   15:40:39
G55                  650133.904   238538.078     113.949        --------   2018.10.11   15:40:40
G56                  650133.903   238538.081     113.947        --------   2018.10.11   15:40:41
G57                  650133.903   238538.079     113.945        --------   2018.10.11   15:40:42
G58                  650133.901   238538.080     113.945        --------   2018.10.11   15:40:43
G59                  650133.902   238538.078     113.940        --------   2018.10.11   15:40:44
G60                  650133.903   238538.078     113.936        --------   2018.10.11   15:40:45
G61                  650133.903   238538.076     113.938        --------   2018.10.11   15:40:46
G62                  650133.906   238538.080     113.938        --------   2018.10.11   15:40:47
G63                  650133.905   238538.079     113.931        --------   2018.10.11   15:40:48
G64                  650133.906   238538.074     113.921        --------   2018.10.11   15:40:49
G65                  650133.906   238538.078     113.929        --------   2018.10.11   15:40:50
G66                  650133.908   238538.080     113.925        --------   2018.10.11   15:40:51
G67                  650133.906   238538.076     113.933        --------   2018.10.11   15:40:52
G68                  650133.906   238538.076     113.938        --------   2018.10.11   15:40:53
G69                  650133.905   238538.077     113.936        --------   2018.10.11   15:40:54
G70                  650133.905   238538.081     113.941        --------   2018.10.11   15:40:55
G71                  650133.904   238538.079     113.945        --------   2018.10.11   15:40:56
G72                  650133.905   238538.076     113.944        --------   2018.10.11   15:40:57
G73                  650133.905   238538.075     113.942        --------   2018.10.11   15:40:58
G74                  650133.904   238538.073     113.936        --------   2018.10.11   15:40:59
G75                  650133.904   238538.071     113.941        --------   2018.10.11   15:41:00
G76                  650133.905   238538.075     113.939        --------   2018.10.11   15:41:01
G77                  650133.905   238538.074     113.946        --------   2018.10.11   15:41:02
G78                  650133.905   238538.075     113.947        --------   2018.10.11   15:41:03
G79                  650133.904   238538.076     113.939        --------   2018.10.11   15:41:04
G80                  650133.903   238538.074     113.940        --------   2018.10.11   15:41:05
G81                  650133.904   238538.073     113.937        --------   2018.10.11   15:41:06
4                    650133.903   238538.075     113.930        --------   2018.10.11   15:41:07
5                    650133.903   238538.078     113.923        --------   2018.10.11   15:41:08
6                    650133.903   238538.077     113.918        --------   2018.10.11   15:41:09
7                    650133.904   238538.080     113.909        --------   2018.10.11   15:41:10
8                    650133.903   238538.076     113.914        --------   2018.10.11   15:41:11
9                    650133.906   238538.075     113.922        --------   2018.10.11   15:41:12
10                   650133.906   238538.074     113.921        --------   2018.10.11   15:41:13
11                   650133.906   238538.077     113.923        --------   2018.10.11   15:41:14
12                   650133.902   238538.073     113.929        --------   2018.10.11   15:41:15
13                   650133.903   238538.073     113.933        --------   2018.10.11   15:41:16
14                   650133.902   238538.075     113.930        --------   2018.10.11   15:41:17
15                   650133.903   238538.074     113.935        --------   2018.10.11   15:41:18
16                   650133.902   238538.075     113.932        --------   2018.10.11   15:41:19
17                   650133.904   238538.076     113.934        --------   2018.10.11   15:41:20
18                   650133.905   238538.077     113.930        --------   2018.10.11   15:41:21
19                   650133.902   238538.073     113.918        --------   2018.10.11   15:41:22
20                   650133.900   238538.075     113.912        --------   2018.10.11   15:41:23
21                   650133.902   238538.074     113.914        --------   2018.10.11   15:41:24
22                   650133.900   238538.078     113.909        --------   2018.10.11   15:41:25
23                   650133.900   238538.074     113.901        --------   2018.10.11   15:41:26
24                   650133.903   238538.072     113.900        --------   2018.10.11   15:41:27
25                   650133.901   238538.075     113.903        --------   2018.10.11   15:41:28
26                   650133.904   238538.072     113.909        --------   2018.10.11   15:41:29
27                   650133.905   238538.072     113.904        --------   2018.10.11   15:41:30
28                   650133.905   238538.074     113.910        --------   2018.10.11   15:41:31
29                   650133.905   238538.077     113.913        --------   2018.10.11   15:41:32
30                   650133.902   238538.077     113.921        --------   2018.10.11   15:41:33
31                   650133.904   238538.077     113.925        --------   2018.10.11   15:41:34
32                   650133.903   238538.074     113.927        --------   2018.10.11   15:41:35
33                   650133.901   238538.078     113.940        --------   2018.10.11   15:41:36
34                   650133.902   238538.076     113.941        --------   2018.10.11   15:41:37
35                   650133.902   238538.076     113.946        --------   2018.10.11   15:41:38
36                   650133.902   238538.073     113.953        --------   2018.10.11   15:41:39
37                   650133.900   238538.074     113.953        --------   2018.10.11   15:41:40
38                   650133.902   238538.074     113.957        --------   2018.10.11   15:41:41
39                   650133.900   238538.077     113.953        --------   2018.10.11   15:41:42
40                   650133.902   238538.072     113.952        --------   2018.10.11   15:41:43
41                   650133.903   238538.075     113.960        --------   2018.10.11   15:41:44
42                   650133.900   238538.075     113.958        --------   2018.10.11   15:41:45
43                   650133.901   238538.077     113.956        --------   2018.10.11   15:41:46
44                   650133.900   238538.076     113.962        --------   2018.10.11   15:41:47
45                   650133.902   238538.078     113.963        --------   2018.10.11   15:41:48
46                   650133.905   238538.075     113.959        --------   2018.10.11   15:41:49
47                   650133.906   238538.076     113.958        --------   2018.10.11   15:41:50
48                   650133.903   238538.076     113.957        --------   2018.10.11   15:41:51
49                   650133.902   238538.073     113.960        --------   2018.10.11   15:41:52
50                   650133.902   238538.078     113.960        --------   2018.10.11   15:41:53
51                   650133.902   238538.074     113.960        --------   2018.10.11   15:41:54
52                   650133.902   238538.073     113.956        --------   2018.10.11   15:41:55
53                   650133.902   238538.075     113.954        --------   2018.10.11   15:41:56
54                   650133.903   238538.075     113.961        --------   2018.10.11   15:41:57
55                   650133.903   238538.079     113.959        --------   2018.10.11   15:41:58
56                   650133.902   238538.077     113.963        --------   2018.10.11   15:41:59
57                   650133.903   238538.076     113.960        --------   2018.10.11   15:42:00
58                   650133.901   238538.076     113.960        --------   2018.10.11   15:42:01
59                   650133.902   238538.074     113.956        --------   2018.10.11   15:42:02
60                   650133.904   238538.077     113.961        --------   2018.10.11   15:42:03
61                   650133.904   238538.077     113.958        --------   2018.10.11   15:42:04
62                   650133.904   238538.071     113.957        --------   2018.10.11   15:42:05
63                   650133.904   238538.076     113.956        --------   2018.10.11   15:42:06
64                   650133.905   238538.077     113.949        --------   2018.10.11   15:42:07
65                   650133.901   238538.077     113.952        --------   2018.10.11   15:42:08
66                   650133.901   238538.075     113.950        --------   2018.10.11   15:42:09
67                   650133.903   238538.075     113.950        --------   2018.10.11   15:42:10
68                   650133.904   238538.072     113.944        --------   2018.10.11   15:42:11
69                   650133.904   238538.078     113.944        --------   2018.10.11   15:42:12
70                   650133.904   238538.072     113.939        --------   2018.10.11   15:42:13
71                   650133.907   238538.076     113.941        --------   2018.10.11   15:42:14
72                   650133.905   238538.078     113.939        --------   2018.10.11   15:42:15
73                   650133.904   238538.075     113.937        --------   2018.10.11   15:42:16
74                   650133.902   238538.073     113.943        --------   2018.10.11   15:42:17
75                   650133.903   238538.073     113.946        --------   2018.10.11   15:42:18
76                   650133.907   238538.074     113.943        --------   2018.10.11   15:42:19
77                   650133.905   238538.075     113.945        --------   2018.10.11   15:42:20
78                   650133.907   238538.073     113.946        --------   2018.10.11   15:42:21
79                   650133.906   238538.075     113.947        --------   2018.10.11   15:42:22
80                   650133.903   238538.076     113.945        --------   2018.10.11   15:42:23
81                   650133.905   238538.074     113.945        --------   2018.10.11   15:42:24
82                   650133.903   238538.074     113.938        --------   2018.10.11   15:42:25
83                   650133.902   238538.077     113.939        --------   2018.10.11   15:42:26
84                   650133.906   238538.074     113.931        --------   2018.10.11   15:42:27
85                   650133.901   238538.074     113.934        --------   2018.10.11   15:42:28
86                   650133.905   238538.073     113.932        --------   2018.10.11   15:42:29
87                   650133.903   238538.073     113.927        --------   2018.10.11   15:42:30
88                   650133.906   238538.069     113.926        --------   2018.10.11   15:42:31
89                   650133.908   238538.074     113.917        --------   2018.10.11   15:42:32
90                   650133.904   238538.077     113.908        --------   2018.10.11   15:42:33
91                   650133.905   238538.074     113.909        --------   2018.10.11   15:42:34
92                   650133.904   238538.075     113.914        --------   2018.10.11   15:42:35
93                   650133.904   238538.074     113.910        --------   2018.10.11   15:42:36
94                   650133.905   238538.073     113.912        --------   2018.10.11   15:42:37
95                   650133.903   238538.075     113.915        --------   2018.10.11   15:42:38
96                   650133.903   238538.072     113.912        --------   2018.10.11   15:42:39
97                   650133.902   238538.071     113.909        --------   2018.10.11   15:42:40
98                   650133.902   238538.072     113.910        --------   2018.10.11   15:42:41
99                   650133.903   238538.072     113.914        --------   2018.10.11   15:42:42
100                  650133.903   238538.069     113.914        --------   2018.10.11   15:42:43
101                  650133.903   238538.074     113.906        --------   2018.10.11   15:42:44
102                  650133.904   238538.068     113.915        --------   2018.10.11   15:42:45
103                  650133.903   238538.073     113.918        --------   2018.10.11   15:42:46
104                  650133.902   238538.074     113.922        --------   2018.10.11   15:42:47
105                  650133.903   238538.069     113.928        --------   2018.10.11   15:42:48
106                  650133.902   238538.072     113.924        --------   2018.10.11   15:42:49
107                  650133.903   238538.072     113.932        --------   2018.10.11   15:42:50
108                  650133.904   238538.075     113.935        --------   2018.10.11   15:42:51
109                  650133.905   238538.077     113.931        --------   2018.10.11   15:42:52
110                  650133.899   238538.074     113.942        --------   2018.10.11   15:42:53
111                  650133.905   238538.071     113.942        --------   2018.10.11   15:42:54
112                  650133.905   238538.077     113.940        --------   2018.10.11   15:42:55
113                  650133.905   238538.075     113.941        --------   2018.10.11   15:42:56
114                  650133.904   238538.076     113.942        --------   2018.10.11   15:42:57
115                  650133.902   238538.077     113.949        --------   2018.10.11   15:42:58
116                  650133.904   238538.072     113.945        --------   2018.10.11   15:42:59
117                  650133.903   238538.074     113.945        --------   2018.10.11   15:43:00
118                  650133.904   238538.076     113.944        --------   2018.10.11   15:43:01
119                  650133.903   238538.073     113.944        --------   2018.10.11   15:43:02
120                  650133.901   238538.072     113.950        --------   2018.10.11   15:43:03
121                  650133.903   238538.072     113.950        --------   2018.10.11   15:43:04
122                  650133.902   238538.076     113.953        --------   2018.10.11   15:43:05
123                  650133.904   238538.076     113.960        --------   2018.10.11   15:43:06
124                  650133.905   238538.074     113.959        --------   2018.10.11   15:43:07
125                  650133.906   238538.074     113.956        --------   2018.10.11   15:43:08
126                  650133.904   238538.072     113.965        --------   2018.10.11   15:43:09
127                  650133.906   238538.074     113.957        --------   2018.10.11   15:43:10
128                  650133.907   238538.075     113.960        --------   2018.10.11   15:43:11
129                  650133.904   238538.075     113.962        --------   2018.10.11   15:43:12
130                  650133.903   238538.075     113.958        --------   2018.10.11   15:43:13
131                  650133.904   238538.071     113.954        --------   2018.10.11   15:43:14
132                  650133.902   238538.072     113.955        --------   2018.10.11   15:43:15
133                  650133.903   238538.075     113.953        --------   2018.10.11   15:43:16
134                  650133.904   238538.071     113.945        --------   2018.10.11   15:43:17
135                  650133.901   238538.076     113.938        --------   2018.10.11   15:43:18
136                  650133.902   238538.076     113.938        --------   2018.10.11   15:43:19
137                  650133.904   238538.074     113.937        --------   2018.10.11   15:43:20
138                  650133.906   238538.075     113.941        --------   2018.10.11   15:43:21
139                  650133.906   238538.074     113.951        --------   2018.10.11   15:43:22
140                  650133.907   238538.073     113.949        --------   2018.10.11   15:43:23
141                  650133.907   238538.072     113.950        --------   2018.10.11   15:43:24
142                  650133.906   238538.072     113.946        --------   2018.10.11   15:43:25
143                  650133.907   238538.071     113.957        --------   2018.10.11   15:43:26
144                  650133.905   238538.072     113.963        --------   2018.10.11   15:43:27
145                  650133.904   238538.074     113.959        --------   2018.10.11   15:43:28
146                  650133.906   238538.073     113.958        --------   2018.10.11   15:43:29
147                  650133.906   238538.072     113.955        --------   2018.10.11   15:43:30
148                  650133.907   238538.075     113.958        --------   2018.10.11   15:43:31
149                  650133.907   238538.073     113.953        --------   2018.10.11   15:43:32
150                  650133.909   238538.073     113.954        --------   2018.10.11   15:43:33
151                  650133.906   238538.075     113.955        --------   2018.10.11   15:43:34
152                  650133.907   238538.075     113.956        --------   2018.10.11   15:43:35
153                  650133.907   238538.073     113.955        --------   2018.10.11   15:43:36
154                  650133.906   238538.074     113.954        --------   2018.10.11   15:43:37
155                  650133.905   238538.073     113.948        --------   2018.10.11   15:43:38
156                  650133.901   238538.074     113.954        --------   2018.10.11   15:43:39
157                  650133.903   238538.071     113.950        --------   2018.10.11   15:43:40
158                  650133.905   238538.073     113.951        --------   2018.10.11   15:43:41
159                  650133.906   238538.072     113.952        --------   2018.10.11   15:43:42
160                  650133.904   238538.071     113.956        --------   2018.10.11   15:43:43
161                  650133.903   238538.071     113.953        --------   2018.10.11   15:43:44
162                  650133.904   238538.075     113.957        --------   2018.10.11   15:43:45
163                  650133.903   238538.074     113.951        --------   2018.10.11   15:43:46
164                  650133.906   238538.075     113.946        --------   2018.10.11   15:43:47
165                  650133.905   238538.074     113.949        --------   2018.10.11   15:43:48
166                  650133.904   238538.075     113.950        --------   2018.10.11   15:43:49
167                  650133.905   238538.072     113.950        --------   2018.10.11   15:43:50
168                  650133.906   238538.074     113.945        --------   2018.10.11   15:43:51
169                  650133.905   238538.070     113.946        --------   2018.10.11   15:43:52
170                  650133.905   238538.073     113.943        --------   2018.10.11   15:43:53
171                  650133.907   238538.070     113.947        --------   2018.10.11   15:43:54
172                  650133.906   238538.073     113.948        --------   2018.10.11   15:43:55
173                  650133.905   238538.072     113.948        --------   2018.10.11   15:43:56
174                  650133.903   238538.071     113.944        --------   2018.10.11   15:43:57
175                  650133.906   238538.075     113.946        --------   2018.10.11   15:43:58
176                  650133.908   238538.073     113.938        --------   2018.10.11   15:43:59
177                  650133.905   238538.071     113.936        --------   2018.10.11   15:44:00
178                  650133.904   238538.072     113.937        --------   2018.10.11   15:44:01
179                  650133.903   238538.074     113.942        --------   2018.10.11   15:44:02
180                  650133.906   238538.069     113.947        --------   2018.10.11   15:44:03
181                  650133.908   238538.073     113.944        --------   2018.10.11   15:44:04
182                  650133.909   238538.072     113.937        --------   2018.10.11   15:44:05
183                  650133.908   238538.073     113.938        --------   2018.10.11   15:44:06
184                  650133.907   238538.068     113.942        --------   2018.10.11   15:44:07
185                  650133.906   238538.066     113.945        --------   2018.10.11   15:44:08
186                  650133.907   238538.070     113.943        --------   2018.10.11   15:44:09
187                  650133.906   238538.073     113.943        --------   2018.10.11   15:44:10
188                  650133.906   238538.074     113.935        --------   2018.10.11   15:44:11
189                  650133.906   238538.074     113.940        --------   2018.10.11   15:44:12
190                  650133.905   238538.073     113.943        --------   2018.10.11   15:44:13
191                  650133.904   238538.072     113.943        --------   2018.10.11   15:44:14
192                  650133.904   238538.072     113.941        --------   2018.10.11   15:44:15
193                  650133.907   238538.073     113.942        --------   2018.10.11   15:44:16
194                  650133.907   238538.072     113.940        --------   2018.10.11   15:44:17
195                  650133.906   238538.073     113.946        --------   2018.10.11   15:44:18
196                  650133.905   238538.073     113.945        --------   2018.10.11   15:44:19
197                  650133.906   238538.071     113.948        --------   2018.10.11   15:44:20
198                  650133.907   238538.069     113.940        --------   2018.10.11   15:44:21
199                  650133.906   238538.073     113.939        --------   2018.10.11   15:44:22
200                  650133.905   238538.074     113.945        --------   2018.10.11   15:44:23
201                  650133.905   238538.071     113.949        --------   2018.10.11   15:44:24
202                  650133.907   238538.070     113.943        --------   2018.10.11   15:44:25
203                  650133.908   238538.069     113.949        --------   2018.10.11   15:44:26
204                  650133.908   238538.073     113.946        --------   2018.10.11   15:44:27
205                  650133.904   238538.075     113.950        --------   2018.10.11   15:44:28
206                  650133.903   238538.075     113.956        --------   2018.10.11   15:44:29
207                  650133.904   238538.075     113.951        --------   2018.10.11   15:44:30
208                  650133.904   238538.072     113.952        --------   2018.10.11   15:44:31
209                  650133.904   238538.074     113.951        --------   2018.10.11   15:44:32
210                  650133.906   238538.071     113.952        --------   2018.10.11   15:44:33
211                  650133.906   238538.074     113.952        --------   2018.10.11   15:44:34
212                  650133.907   238538.071     113.951        --------   2018.10.11   15:44:35
213                  650133.904   238538.067     113.955        --------   2018.10.11   15:44:36
214                  650133.904   238538.072     113.956        --------   2018.10.11   15:44:37
215                  650133.902   238538.071     113.954        --------   2018.10.11   15:44:38
216                  650133.903   238538.069     113.961        --------   2018.10.11   15:44:39
217                  650133.902   238538.071     113.957        --------   2018.10.11   15:44:40
218                  650133.904   238538.073     113.958        --------   2018.10.11   15:44:41
219                  650133.904   238538.074     113.955        --------   2018.10.11   15:44:42
220                  650133.904   238538.070     113.963        --------   2018.10.11   15:44:43
221                  650133.905   238538.071     113.958        --------   2018.10.11   15:44:44
222                  650133.903   238538.067     113.966        --------   2018.10.11   15:44:45
223                  650133.904   238538.069     113.961        --------   2018.10.11   15:44:46
224                  650133.906   238538.071     113.959        --------   2018.10.11   15:44:47
225                  650133.905   238538.068     113.962        --------   2018.10.11   15:44:48
226                  650133.905   238538.070     113.956        --------   2018.10.11   15:44:49
227                  650133.901   238538.073     113.959        --------   2018.10.11   15:44:50
228                  650133.903   238538.072     113.955        --------   2018.10.11   15:44:51
229                  650133.905   238538.070     113.954        --------   2018.10.11   15:44:52
230                  650133.907   238538.072     113.949        --------   2018.10.11   15:44:53
231                  650133.904   238538.068     113.948        --------   2018.10.11   15:44:54
232                  650133.902   238538.071     113.955        --------   2018.10.11   15:44:55
233                  650133.903   238538.071     113.947        --------   2018.10.11   15:44:56
234                  650133.903   238538.069     113.953        --------   2018.10.11   15:44:57
235                  650133.905   238538.069     113.948        --------   2018.10.11   15:44:58
236                  650133.903   238538.070     113.945        --------   2018.10.11   15:44:59
237                  650133.901   238538.074     113.941        --------   2018.10.11   15:45:00
238                  650133.901   238538.074     113.938        --------   2018.10.11   15:45:01
239                  650133.902   238538.071     113.942        --------   2018.10.11   15:45:02
240                  650133.901   238538.073     113.943        --------   2018.10.11   15:45:03
241                  650133.902   238538.070     113.946        --------   2018.10.11   15:45:04
242                  650133.901   238538.072     113.949        --------   2018.10.11   15:45:05
243                  650133.901   238538.069     113.949        --------   2018.10.11   15:45:06
244                  650133.900   238538.070     113.944        --------   2018.10.11   15:45:07
245                  650133.903   238538.069     113.939        --------   2018.10.11   15:45:08
246                  650133.901   238538.073     113.944        --------   2018.10.11   15:45:09
247                  650133.903   238538.068     113.936        --------   2018.10.11   15:45:10
248                  650133.901   238538.069     113.938        --------   2018.10.11   15:45:11
249                  650133.901   238538.064     113.936        --------   2018.10.11   15:45:12
250                  650133.902   238538.062     113.939        --------   2018.10.11   15:45:13
251                  650133.902   238538.067     113.936        --------   2018.10.11   15:45:14
252                  650133.902   238538.069     113.940        --------   2018.10.11   15:45:15
253                  650133.903   238538.069     113.940        --------   2018.10.11   15:45:16
254                  650133.903   238538.070     113.934        --------   2018.10.11   15:45:17
255                  650133.901   238538.072     113.936        --------   2018.10.11   15:45:18
256                  650133.901   238538.068     113.932        --------   2018.10.11   15:45:19
257                  650133.905   238538.067     113.936        --------   2018.10.11   15:45:20
258                  650133.902   238538.068     113.938        --------   2018.10.11   15:45:21
259                  650133.899   238538.073     113.935        --------   2018.10.11   15:45:22
260                  650133.901   238538.073     113.935        --------   2018.10.11   15:45:23
261                  650133.901   238538.073     113.931        --------   2018.10.11   15:45:24
262                  650133.903   238538.075     113.932        --------   2018.10.11   15:45:25
263                  650133.902   238538.070     113.937        --------   2018.10.11   15:45:26
264                  650133.900   238538.073     113.939        --------   2018.10.11   15:45:27
265                  650133.901   238538.073     113.941        --------   2018.10.11   15:45:28
266                  650133.899   238538.072     113.933        --------   2018.10.11   15:45:29
267                  650133.901   238538.075     113.930        --------   2018.10.11   15:45:30
268                  650133.900   238538.072     113.926        --------   2018.10.11   15:45:31
269                  650133.901   238538.072     113.937        --------   2018.10.11   15:45:32
270                  650133.899   238538.070     113.942        --------   2018.10.11   15:45:33
271                  650133.897   238538.068     113.936        --------   2018.10.11   15:45:34
272                  650133.900   238538.067     113.938        --------   2018.10.11   15:45:35
273                  650133.901   238538.068     113.936        --------   2018.10.11   15:45:36
274                  650133.902   238538.069     113.932        --------   2018.10.11   15:45:37
275                  650133.902   238538.065     113.938        --------   2018.10.11   15:45:38
276                  650133.901   238538.067     113.931        --------   2018.10.11   15:45:39
277                  650133.899   238538.069     113.938        --------   2018.10.11   15:45:40
278                  650133.900   238538.067     113.932        --------   2018.10.11   15:45:41
279                  650133.900   238538.071     113.930        --------   2018.10.11   15:45:42
280                  650133.902   238538.068     113.932        --------   2018.10.11   15:45:43
281                  650133.902   238538.066     113.930        --------   2018.10.11   15:45:44
282                  650133.900   238538.069     113.930        --------   2018.10.11   15:45:45
283                  650133.901   238538.066     113.934        --------   2018.10.11   15:45:46
284                  650133.900   238538.068     113.926        --------   2018.10.11   15:45:47
285                  650133.899   238538.069     113.936        --------   2018.10.11   15:45:48
286                  650133.898   238538.064     113.944        --------   2018.10.11   15:45:49
287                  650133.903   238538.065     113.935        --------   2018.10.11   15:45:50
288                  650133.899   238538.071     113.939        --------   2018.10.11   15:45:51
289                  650133.899   238538.067     113.935        --------   2018.10.11   15:45:52
290                  650133.899   238538.070     113.942        --------   2018.10.11   15:45:53
291                  650133.901   238538.069     113.944        --------   2018.10.11   15:45:54
292                  650133.902   238538.073     113.947        --------   2018.10.11   15:45:55
293                  650133.902   238538.069     113.955        --------   2018.10.11   15:45:56
294                  650133.898   238538.066     113.950        --------   2018.10.11   15:45:57
295                  650133.898   238538.065     113.947        --------   2018.10.11   15:45:58
296                  650133.899   238538.067     113.947        --------   2018.10.11   15:45:59
297                  650133.898   238538.066     113.947        --------   2018.10.11   15:46:00
298                  650133.898   238538.065     113.945        --------   2018.10.11   15:46:01
299                  650133.899   238538.067     113.953        --------   2018.10.11   15:46:02
300                  650133.899   238538.064     113.955        --------   2018.10.11   15:46:03
301                  650133.897   238538.065     113.950        --------   2018.10.11   15:46:04
302                  650133.897   238538.068     113.953        --------   2018.10.11   15:46:05
303                  650133.898   238538.069     113.961        --------   2018.10.11   15:46:06
304                  650133.898   238538.071     113.956        --------   2018.10.11   15:46:07
305                  650133.896   238538.065     113.955        --------   2018.10.11   15:46:08
306                  650133.899   238538.067     113.959        --------   2018.10.11   15:46:09
307                  650133.898   238538.073     113.965        --------   2018.10.11   15:46:10
308                  650133.898   238538.066     113.959        --------   2018.10.11   15:46:11
309                  650133.898   238538.070     113.963        --------   2018.10.11   15:46:12
310                  650133.901   238538.067     113.962        --------   2018.10.11   15:46:13
311                  650133.900   238538.068     113.966        --------   2018.10.11   15:46:14
312                  650133.899   238538.068     113.968        --------   2018.10.11   15:46:15
313                  650133.900   238538.069     113.962        --------   2018.10.11   15:46:16
314                  650133.901   238538.072     113.961        --------   2018.10.11   15:46:17
315                  650133.901   238538.067     113.960        --------   2018.10.11   15:46:18
316                  650133.900   238538.068     113.964        --------   2018.10.11   15:46:19
317                  650133.900   238538.070     113.968        --------   2018.10.11   15:46:20
318                  650133.900   238538.066     113.965        --------   2018.10.11   15:46:21
319                  650133.901   238538.067     113.967        --------   2018.10.11   15:46:22
320                  650133.902   238538.071     113.966        --------   2018.10.11   15:46:23
321                  650133.903   238538.069     113.969        --------   2018.10.11   15:46:24
322                  650133.902   238538.066     113.973        --------   2018.10.11   15:46:25
323                  650133.901   238538.068     113.968        --------   2018.10.11   15:46:26
324                  650133.899   238538.068     113.969        --------   2018.10.11   15:46:27
325                  650133.902   238538.070     113.974        --------   2018.10.11   15:46:28
326                  650133.903   238538.069     113.967        --------   2018.10.11   15:46:29
327                  650133.904   238538.066     113.969        --------   2018.10.11   15:46:30
328                  650133.905   238538.069     113.963        --------   2018.10.11   15:46:31
329                  650133.903   238538.066     113.968        --------   2018.10.11   15:46:32
330                  650133.905   238538.062     113.964        --------   2018.10.11   15:46:33
331                  650133.900   238538.065     113.966        --------   2018.10.11   15:46:34
332                  650133.901   238538.068     113.968        --------   2018.10.11   15:46:35
333                  650133.901   238538.070     113.971        --------   2018.10.11   15:46:36
334                  650133.899   238538.069     113.971        --------   2018.10.11   15:46:37
335                  650133.904   238538.068     113.969        --------   2018.10.11   15:46:38
336                  650133.903   238538.069     113.966        --------   2018.10.11   15:46:39
337                  650133.903   238538.069     113.971        --------   2018.10.11   15:46:40
338                  650133.906   238538.063     113.968        --------   2018.10.11   15:46:41
339                  650133.906   238538.064     113.959        --------   2018.10.11   15:46:42
340                  650133.902   238538.063     113.954        --------   2018.10.11   15:46:43
341                  650133.904   238538.064     113.946        --------   2018.10.11   15:46:44
342                  650133.903   238538.063     113.947        --------   2018.10.11   15:46:45
343                  650133.903   238538.063     113.934        --------   2018.10.11   15:46:46
344                  650133.902   238538.064     113.931        --------   2018.10.11   15:46:47
345                  650133.907   238538.067     113.929        --------   2018.10.11   15:46:48
346                  650133.903   238538.066     113.942        --------   2018.10.11   15:46:49
347                  650133.906   238538.068     113.933        --------   2018.10.11   15:46:50
348                  650133.907   238538.062     113.941        --------   2018.10.11   15:46:51
349                  650133.901   238538.072     113.953        --------   2018.10.11   15:46:52
350                  650133.905   238538.071     113.941        --------   2018.10.11   15:46:53
351                  650133.907   238538.069     113.959        --------   2018.10.11   15:46:54
352                  650133.905   238538.069     113.956        --------   2018.10.11   15:46:55
353                  650133.905   238538.073     113.955        --------   2018.10.11   15:46:56
354                  650133.906   238538.068     113.959        --------   2018.10.11   15:46:57
355                  650133.906   238538.071     113.964        --------   2018.10.11   15:46:58
356                  650133.903   238538.073     113.963        --------   2018.10.11   15:46:59
357                  650133.907   238538.072     113.957        --------   2018.10.11   15:47:00
358                  650133.904   238538.072     113.954        --------   2018.10.11   15:47:01
359                  650133.905   238538.072     113.953        --------   2018.10.11   15:47:02
360                  650133.906   238538.072     113.960        --------   2018.10.11   15:47:03
361                  650133.904   238538.076     113.955        --------   2018.10.11   15:47:04
362                  650133.903   238538.076     113.958        --------   2018.10.11   15:47:05
363                  650133.903   238538.072     113.946        --------   2018.10.11   15:47:06
364                  650133.907   238538.069     113.945        --------   2018.10.11   15:47:07
365                  650133.906   238538.073     113.946        --------   2018.10.11   15:47:08
366                  650133.906   238538.073     113.943        --------   2018.10.11   15:47:09
367                  650133.904   238538.071     113.944        --------   2018.10.11   15:47:10
368                  650133.906   238538.069     113.941        --------   2018.10.11   15:47:11
369                  650133.904   238538.072     113.940        --------   2018.10.11   15:47:12
370                  650133.903   238538.070     113.933        --------   2018.10.11   15:47:13
371                  650133.906   238538.075     113.923        --------   2018.10.11   15:47:14
372                  650133.907   238538.063     113.925        --------   2018.10.11   15:47:15
373                  650133.907   238538.076     113.924        --------   2018.10.11   15:47:16
374                  650133.910   238538.072     113.936        --------   2018.10.11   15:47:17
375                  650133.907   238538.074     113.927        --------   2018.10.11   15:47:18
376                  650133.909   238538.076     113.931        --------   2018.10.11   15:47:19
377                  650133.905   238538.076     113.922        --------   2018.10.11   15:47:20
378                  650133.908   238538.070     113.916        --------   2018.10.11   15:47:21
379                  650133.909   238538.077     113.913        --------   2018.10.11   15:47:22
380                  650133.905   238538.081     113.917        --------   2018.10.11   15:47:23
381                  650133.907   238538.074     113.927        --------   2018.10.11   15:47:24
382                  650133.905   238538.079     113.930        --------   2018.10.11   15:47:25
383                  650133.907   238538.076     113.923        --------   2018.10.11   15:47:26
